Symbol,Company Name,Market Cap,Revenue,Op. Income,Net Income,EPS,FCF
VTRS,Viatris Inc.,11099102649,14115700000,-2603100000,-3468300000,-2.90,1765700000
OVV,Ovintiv Inc.,11096301191,9207000000,951000000,595000000,2.29,1700000000
ERJ,Embraer S.A.,11127191220,6394700000,74997197,352500000,1.92,77949255
RMBS,Rambus Inc.,11041277808,645488000,238693000,229105000,2.11,262093000
PCOR,"Procore Technologies, Inc.",11022649665,1232484000,-169253000,-142757000,-0.96,80646000
BLD,TopBuild Corp.,11070378892,5216155000,858721000,594485000,20.30,795940000
FDS,FactSet Research Systems Inc.,10952244360,2287034000,698840000,532920000,13.85,576522000
HII,"Huntington Ingalls Industries, Inc.",10939110704,11569000000,516000000,525000000,13.36,681000000
AKAM,"Akamai Technologies, Inc.",10904469404,4083251000,524741000,424601000,2.82,678914000
JKHY,"Jack Henry & Associates, Inc.",10885527491,2375288000,568715000,455748000,6.24,415704000
AIZ,"Assurant, Inc.",10880015076,12304900000,981200000,717000000,13.80,968800000
DAY,Dayforce Inc.,10996493446,1851700000,122600000,49000000,0.29,224200000
WTRG,"Essential Utilities, Inc.",10834504683,2338171000,905891000,645773000,2.33,-497866000
SMR,NuScale Power Corporation,11329302634,56128000,-131283000,-124080000,-1.19,-95296000
NXT,Nextracker Inc.,10811727580,3103529000,665248000,549635000,3.68,573983000
TXRH,"Texas Roadhouse, Inc.",10800217968,5670615000,521649000,437992000,6.55,374866000
JHX,James Hardie Industries plc,10860359540,3785500000,559100000,331300000,0.77,429400000
SFM,"Sprouts Farmers Market, Inc.",10738151450,8399001000,634602000,484941000,4.85,502487000
BILI,Bilibili Inc.,10917704444,4086330876,45843388,30646036,0.07,
WMS,"Advanced Drainage Systems, Inc.",10682431088,2918789000,636967000,432692000,5.54,465215000
CACI,CACI International Inc,10679967400,8627824000,764185000,499830000,22.32,481406000
MNDY,monday.com Ltd.,10491995017,1100240000,-19561000,39977000,0.75,322648000
BZ,Kanzhun Limited,5048090784,1079400695,253094623,299375800,0.66,411727117
HAS,"Hasbro, Inc.",10600177699,4250800000,-227800000,-568300000,-4.06,500200000
SEIC,SEI Investments Company,10594667642,2205531000,595108000,689271000,5.32,598245000
FRHC,Freedom Holding Corp.,10625635996,2133235000,620272000,,1.34,1205886000
AR,Antero Resources Corporation,10537636410,4874871000,473644000,451100000,1.44,677777000
EXEL,"Exelixis, Inc.",10509666420,2230005000,699716000,602298000,2.08,754067000
CR,Crane Company,10475251285,2119500000,373800000,351800000,6.01,299100000
STRL,"Sterling Infrastructure, Inc.",10406928383,2137991000,310403000,285002000,9.20,441805000
CNM,"Core & Main, Inc.",10051552931,7740000000,731000000,431000000,2.25,564000000
MOH,"Molina Healthcare, Inc.",10405316000,43413000000,1653000000,1130000000,20.30,427000000
WCC,"WESCO International, Inc.",10403115213,22232400000,1199800000,634200000,12.77,618800000
TIMB,TIM S.A.,10414470339,4117788026,1044771296,510336731,1.05,1454504739
ALB,Albemarle Corporation,10367866309,4993278000,-1037140000,-1096204000,-9.32,-128851000
PNW,Pinnacle West Capital Corporation,10361507689,5255240000,996298000,576059000,4.83,-518782000
ROIV,Roivant Sciences Ltd.,10359316041,23233000,-1185981000,-490633000,-0.70,-858674000
BMRN,BioMarin Pharmaceutical Inc.,10339986264,3063608000,776080000,657241000,3.38,694911000
AYI,Acuity Inc.,10377565908,4168800000,540300000,401500000,12.69,506400000
AGNC,AGNC Investment Corp.,10250519929,124000000,6000000,236000000,0.31,458000000
AGNCM,AGNC Investment Corp.,8965583850,,,,-1.86,
SSB,SouthState Bank Corporation,10239313316,2064671000,777328000,591661000,6.72,471391000
IONS,"Ionis Pharmaceuticals, Inc.",10215383867,944051000,-266523000,-268216000,-1.84,-290001000
ORI,Old Republic International Corporation,10425790206,8666300000,1200100000,893400000,3.54,1202000000
UHAL.B,U-Haul Holding Company,9765340160,5625674000,977789000,628707000,1.42,-800964000
ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",10195793203,1503492658,955815676,650260509,21.67,609752723
AUR,"Aurora Innovation, Inc.",10158554108,1000000,-836000000,-810000000,-0.47,-601000000
REXR,"Rexford Industrial Realty, Inc.",9840823257,986532000,383613000,306247000,1.34,21462000
AOS,A. O. Smith Corporation,10152387564,3790200000,687800000,518600000,3.60,494600000
EXAS,Exact Sciences Corporation,10141824723,2939949000,-1013912000,-1005221000,-5.46,169618000
IVZ,Invesco Ltd.,10132296923,6153100000,903700000,29400000,0.93,1156300000
RGTI,"Rigetti Computing, Inc.",10107470001,7925000,-77354000,-164829000,-0.89,-65565000
ARMK,Aramark,10098731885,17874782000,792821000,361667000,1.35,291806000
PEGA,Pegasystems Inc.,10035591809,1676025000,275596000,220199000,1.21,406309000
COKE,"Coca-Cola Consolidated, Inc.",10025737577,6947643000,907708000,585570000,6.69,483045000
APPF,"AppFolio, Inc.",9986216307,862674000,139821000,203103000,5.54,180262000
UWMC,UWM Holdings Corporation,9458878410,2458711000,1066281000,11854000,0.04,-2456067000
DINO,HF Sinclair Corporation,9963910572,26861024000,9266000,-85452000,-0.42,571501000
WLK,Westlake Corporation,9958322555,11759000000,105000000,-67000000,-0.53,-54000000
WBS,Webster Financial Corporation,9944728696,2487736000,1109043000,834488000,4.93,1263810000
MORN,"Morningstar, Inc.",9907550421,2347400000,522900000,404100000,9.39,389800000
XP,XP Inc.,9893051766,3186700907,1086606913,893031397,1.65,2119554181
PEN,"Penumbra, Inc.",9881209315,1280152000,159317000,147703000,3.77,161623000
WIX,Wix.com Ltd.,9879758313,1868709000,143577000,166271000,2.82,549640000
ENSG,"The Ensign Group, Inc.",9953277083,4614838000,395390000,322804000,5.51,276761000
GNRC,Generac Holdings Inc.,9873402275,4411654000,562065000,348824000,6.01,511592000
AIT,"Applied Industrial Technologies, Inc.",10009866866,4563424000,498529000,392988000,10.12,467039000
ACI,"Albertsons Companies, Inc.",9830903539,81006300000,1535800000,954300000,1.64,607100000
KNSL,"Kinsale Capital Group, Inc.",9770389000,1723392000,573892000,446671000,19.17,940112000
LSCC,Lattice Semiconductor Corporation,9767499134,488631000,6998000,31639000,0.23,116724000
TTAN,"ServiceTitan, Inc.",9766142871,866371000,-228504000,-319667000,-5.95,33329000
RVTY,"Revvity, Inc.",9757061075,2798467000,379891000,285197000,2.36,502965000
ELAN,Elanco Animal Health Incorporated,9742516696,4484000000,168000000,434000000,0.86,361000000
DDS,"Dillard's, Inc.",9738799811,6585750000,697554000,575607000,36.18,776966000
LINE,"Lineage, Inc.",8750361733,5316000000,-457000000,-562000000,-2.62,176000000
MGM,MGM Resorts International,9690001095,17211652000,1414425000,539515000,1.82,1306774000
IPG,"The Interpublic Group of Companies, Inc.",9651119377,10345200000,902500000,441700000,1.18,839700000
MTSI,"MACOM Technology Solutions Holdings, Inc.",9635839049,906798000,117591000,-69916000,-1.01,171791000
PPC,Pilgrim's Pride Corporation,9627798027,18177417000,1731826000,1237267000,5.19,1114102000
WAL,Western Alliance Bancorporation,9742271630,3120700000,1049200000,833400000,7.61,-3787900000
ALV,"Autoliv, Inc.",9615495246,10463000000,1050000000,715000000,9.10,468000000
BBIO,"BridgeBio Pharma, Inc.",9567983625,235812000,-656427000,-776415000,-4.11,-656586000
CPB,The Campbell's Company,9559850875,10253000000,1124000000,602000000,2.01,705000000
RRX,Regal Rexnord Corporation,9551910115,5852700000,648400000,250400000,3.76,906300000
BWA,BorgWarner Inc.,9529942259,14041000000,480000000,210000000,1.01,1248000000
MRNA,"Moderna, Inc.",9528563249,3078000000,-3273000000,-2903000000,-7.53,-3500000000
QGEN,Qiagen N.V.,9518635455,2040067000,468450000,373386000,1.70,498539000
KVYO,"Klaviyo, Inc.",9502131387,1078202000,-103008000,-66688000,-0.25,143746000
NYT,The New York Times Company,9428996923,2688590000,388552000,320364000,1.93,455236000
MDGL,"Madrigal Pharmaceuticals, Inc.",9455668409,515547000,-309855000,-281899000,-12.73,-308387000
AES,The AES Corporation,9427536227,12032000000,1370000000,1013000000,1.42,-2551000000
BROS,Dutch Bros Inc.,8602033054,1451963000,134024000,57233000,0.46,73921000
DCI,"Donaldson Company, Inc.",9440450400,3690900000,495400000,367000000,3.05,342000000
AM,Antero Midstream Corporation,9367287380,1153948000,703829000,456179000,0.95,721257000
DVA,DaVita Inc.,9352200000,13161328000,2050019000,836271000,10.15,1288221000
FYBR,"Frontier Communications Parent, Inc.",9351731040,6045000000,292000000,-387000000,-1.56,-1185000000
OTEX,Open Text Corporation,9524160041,5168405000,892689000,435868000,1.65,687396000
FIGR,"Figure Technology Solutions, Inc.",8307465776,340885000,65650000,17214000,0.08,-152643000
WTS,"Watts Water Technologies, Inc.",9287833328,2285700000,405200000,311600000,9.30,317100000
CUBE,CubeSmart,9237708990,1093955000,474401000,374846000,1.63,513259000
NTSK,"Netskope, Inc.",9257633563,615512000,-186333000,-317324000,-0.83,-24663000
OGE,OGE Energy Corp.,9209799844,3215200000,815300000,490800000,2.43,-232700000
VRNA,Verona Pharma plc,9066396601,221673000,-56018000,-81187000,-0.96,-73561000
NVMI,Nova Ltd.,9063978120,807085000,233577000,234874000,7.37,206079000
SFD,"Smithfield Foods, Inc.",9179181802,14843000000,,908000000,1.10,
QBTS,D-Wave Quantum Inc.,9061073787,22275000,-78661000,-281539000,-1.11,-53269000
BLSH,Bullish,9149640224,250105774080,-369219000,-369040000,-2.52,26369000
ALGN,"Align Technology, Inc.",9147054778,3964802000,600580000,437608000,5.93,631537000
ESTC,Elastic N.V.,9133718871,1551164000,-30524000,-83490000,-0.79,313995000
CAE,CAE Inc.,9140284618,3455474453,471383955,302335766,0.95,392568500
LEVI,Levi Strauss & Co.,9107859685,6329300000,542200000,405300000,1.01,365800000
VIPS,Vipshop Holdings Limited,9469181879,14739177469,1145562469,963089430,1.85,
UMBF,UMB Financial Corporation,9068111495,1949350000,648580000,524342000,8.69,667281000
NICE,NICE Ltd.,9293763499,2838467000,604452000,537124000,8.37,660110000
KRMN,Karman Holdings Inc.,9053501003,392427064,,7984039,0.04,
SPXC,"SPX Technologies, Inc.",8555078262,2052400000,319300000,210700000,4.46,218600000
PCTY,Paylocity Holding Corporation,9029406724,1595221000,304024000,227127000,4.02,342751000
BMNR,"Bitmine Immersion Technologies, Inc.",8749483197,5452544,-2926073,-6528910,-2.91,1566132
LBRDA,Liberty Broadband Corporation,8988516693,1052000000,127000000,1084000000,7.58,5000000
LBRDK,Liberty Broadband Corporation,9027272673,980000000,85000000,860000000,7.58,-181000000
MMYT,MakeMyTrip Limited,9007602654,992663000,132392000,99995000,0.87,156318000
GTLS,"Chart Industries, Inc.",9001554959,4253100000,685300000,247000000,5.37,477300000
PSO,Pearson plc,9282714414,4821917808,746290733,604109589,0.89,1059598375
PRI,"Primerica, Inc.",8987299254,3160416000,979919000,678839000,20.21,809066000
DOX,Amdocs Limited,9169811686,4646577000,711713000,554818000,4.94,638626000
WTFC,Wintrust Financial Corporation,8974284684,2482710000,1005933000,711965000,10.58,832119000
RRC,Range Resources Corporation,8967894426,2788501000,656539000,480128000,1.99,563720000
EGP,"EastGroup Properties, Inc.",8975645166,678655000,268800000,236542000,4.64,-177563000
SARO,"StandardAero, Inc.",8940390157,5618771000,457129000,133039000,0.40,-28078000
CMA,Comerica Incorporated,8922238127,3215000000,921000000,692000000,5.22,1341000000
IDCC,"InterDigital, Inc.",8903104318,892584000,539127000,463468000,14.17,274198000
LYFT,"Lyft, Inc.",8888875736,6111324000,-55154000,92186000,0.24,1069314000
TAP.A,Molson Coors Beverage Company,8877195264,11952200000,1586200000,1084200000,5.07,1404200000
LLYVK,Liberty Live Group,8873377037,,,,-3.13,
TAP,Molson Coors Beverage Company,9145287543,11283200000,1595200000,1037300000,5.07,979400000
CORT,Corcept Therapeutics Incorporated,8837526911,716080000,101951000,131978000,1.12,180279000
APA,APA Corporation,8833747697,10266000000,2151000000,1081000000,3.01,1570000000
LLYVA,Liberty Live Group,8619773220,,,,-3.12,
TTEK,"Tetra Tech, Inc.",8758237822,5486964000,370532000,216133000,0.80,443187000
PLNT,"Planet Fitness, Inc.",8698880586,1250237000,352601000,188979000,2.24,205698000
KT,KT Corporation,9478470420,18610357242,454038448,320237465,0.65,1591366248
MTCH,"Match Group, Inc.",8720146607,3450576000,800562000,537812000,2.03,907640000
ATR,"AptarGroup, Inc.",8715334255,3610693000,516245000,391501000,5.80,363864000
CAG,"Conagra Brands, Inc.",8695609534,11612800000,1420000000,1152400000,2.40,1306000000
PSN,Parsons Corporation,8698519720,6683116000,425487000,394669000,3.56,520550000
ONB,Old National Bancorp,8675669700,1910800000,708456000,551607000,1.69,513914000
SRAD,Sportradar Group AG,8573719040,1401485882,140888303,128970588,0.38,462983055
BPOP,"Popular, Inc.",8653296718,2938477000,1039756000,719670000,10.32,638336000
FRT,Federal Realty Investment Trust,8585204660,1235754000,446596000,338142000,3.94,165690000
FSV,FirstService Corporation,8639719564,5427949000,352053000,141910000,3.12,246400000
HALO,"Halozyme Therapeutics, Inc.",8626242500,1178672000,682674000,557278000,4.37,540693000
QRVO,"Qorvo, Inc.",8618699637,3651078000,121007000,80795000,0.85,594093000
GIL,Gildan Activewear Inc.,8613444603,3342802000,701067000,486403000,3.15,349801000
FIVE,"Five Below, Inc.",8534311936,4231969000,349370000,273054000,4.95,345162000
GRFS,"Grifols, S.A.",8307454831,7512897917,1354361772,163458333,0.24,377235168
ZION,"Zions Bancorporation, National Association",8494273279,3174000000,1098000000,816000000,5.47,645000000
DBX,"Dropbox, Inc.",8479776271,2532800000,567900000,485400000,1.63,892800000
AA,Alcoa Corporation,8469100589,12777000000,1549000000,1004000000,4.05,580000000
NFG,National Fuel Gas Company,8468880903,2183330000,437125000,243541000,2.69,185870000
CVLT,"Commvault Systems, Inc.",8460673108,1052925000,81916000,81075000,1.79,224448000
EPAM,"EPAM Systems, Inc.",8457018663,5071013000,539297000,401153000,7.01,409728000
BRX,Brixmor Property Group Inc.,8411615414,1326128000,470822000,335112000,1.10,-32238000
VNO,Vornado Realty Trust,7733471821,1804061000,289555000,812710000,4.03,965345000
AWI,"Armstrong World Industries, Inc.",8391251241,1561600000,414900000,296000000,6.75,240700000
DY,"Dycom Industries, Inc.",8322856332,4993084000,380714000,260990000,8.90,163631000
OSK,Oshkosh Corporation,8318120681,10384400000,957200000,650400000,9.96,588900000
HQY,"HealthEquity, Inc.",8375931267,1268928000,234465000,145837000,1.65,313157000
CFR,"Cullen/Frost Bankers, Inc.",8290242602,2079741000,724970000,602603000,9.29,86040000
PRMB,Primo Brands Corporation,8288430125,7559300000,552000000,-1100000,-0.17,304000000
BIRK,Birkenstock Holding plc,8420542051,2384535294,625478917,361088235,1.93,355757267
FND,"Floor & Decor Holdings, Inc.",8242705497,4600232000,271660000,211230000,1.95,34912000
SKM,"SK Telecom Co., Ltd.",8277527340,13215558999,1114861284,748153642,1.91,2204429901
RVMD,"Revolution Medicines, Inc.",8210105705,,-897496000,-812060000,-4.51,-700359000
CAI,"Caris Life Sciences, Inc.",8210205010,533847000,,-279047000,-1.25,
AN,"AutoNation, Inc.",8207091660,27464100000,1193200000,633800000,15.93,-452000000
EQX,Equinox Gold Corp.,8206690678,1905732000,308382000,46633000,0.09,166040000
AGCO,AGCO Corporation,8191808520,10172100000,-99200000,99600000,1.34,689100000
MKSI,MKS Inc.,8180638155,3739000000,510000000,267000000,3.95,527000000
LAD,"Lithia Motors, Inc.",8176233317,37155800000,1672100000,890900000,33.72,350400000
EDU,New Oriental Education & Technology Group Inc.,8317195959,4900262000,428250000,371716000,2.30,637642000
GAP,"The Gap, Inc.",8159853511,15166000000,1166000000,889000000,2.33,776000000
DSGX,The Descartes Systems Group Inc.,8130703753,684781000,187276000,148189000,1.69,231305000
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",8120987156,2440835000,265407000,213308000,3.44,144524000
AVTR,"Avantor, Inc.",8071785912,6665800000,592300000,687400000,0.99,555900000
TECH,Bio-Techne Corporation,8167127966,1219635000,102255000,73400000,0.46,256550000
TIGO,Millicom International Cellular S.A.,8183609055,5605000000,1398000000,985000000,5.65,999000000
GDS,GDS Holdings Limited,7446805203,1520679555,191583108,644409179,3.37,-31906921
LIF,"Life360, Inc.",8104609516,427399000,4947000,27571000,0.34,36982000
HSIC,"Henry Schein, Inc.",8010990372,12773000000,638000000,389000000,3.11,334000000
NNN,"NNN REIT, Inc.",7998688679,894702000,541323000,392785000,2.10,-24021000
MHK,"Mohawk Industries, Inc.",7989542435,10684100000,618800000,474300000,7.52,481100000
CBSH,"Commerce Bancshares, Inc.",7986398125,1674538000,718407000,558186000,4.15,500634000
CIGI,Colliers International Group Inc.,7771989683,5169495000,361924000,112094000,2.22,215708000
GTLB,GitLab Inc.,7770796467,857947000,-101031000,-9714000,-0.06,35835000
HLNE,Hamilton Lane Incorporated,7898511754,692190000,303919000,212198000,5.23,338015000
ADC,Agree Realty Corporation,7886064362,659753000,310480000,178372000,1.68,-840817000
CHYM,"Chime Financial, Inc.",7896120443,1943976000,,-952069000,-2.43,
ICL,ICL Group Ltd,7860196920,6953000000,727000000,367000000,0.29,476000000
ZWS,Zurn Elkay Water Solutions Corporation,7838106745,1614000000,260500000,174000000,1.01,281500000
HL,Hecla Mining Company,7818708939,1060106000,206723000,99710000,0.16,91392000
NEU,NewMarket Corporation,7800604923,2779049000,605305000,480254000,50.45,525098000
IESC,"IES Holdings, Inc.",7799825790,3249431000,354212000,267336000,13.09,187142000
SAIA,"Saia, Inc.",7819530520,3235745000,396222000,290052000,10.82,-108885000
COLB,"Columbia Banking System, Inc.",5480254552,1871957000,715906000,528483000,2.52,506577000
LKQ,LKQ Corporation,7795983718,14046000000,1180000000,708000000,2.74,676000000
SBSW,Sibanye Stillwater Limited,7897545752,5967482704,-491421015,-388344864,-0.55,-655247303
STEP,StepStone Group Inc.,8102382590,1352716000,-372999000,-231315000,-3.04,55420000
CTRE,"CareTrust REIT, Inc.",6970271638,373415000,246055000,219923000,1.21,-1123507000
